Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
Comprehensive Primary Care Initiative,NE Colorado Family Medicine Associates PC,Operating in the CPC market of Colorado: Statewide,"1405 So 8th Ave
Sterling, CO
(40.612360147113975, -103.22234537507484)",1405 So 8th Ave. #103,Sterling,CO,,,,,,
Comprehensive Primary Care Initiative,"Michael Mignoli, MD",Operating in the CPC market of Colorado: Statewide,"9218 Kimmer Dr
Lone Tree, CO
(39.55255410168536, -104.88242189540028)","9218 Kimmer Dr. #106Lone Tree, CO",Lone Tree,CO,,,,,,
Comprehensive Primary Care Initiative,Peach Valley Family Medical Center,Operating in the CPC market of Colorado: Statewide,"3225 I-70 Business Loop A-4
Clifton, CO
(39.08889528179273, -108.45665295398987)","3225 I-70 Business Loop, A-4",Clifton,CO,,,,,,
Comprehensive Primary Care Initiative,Banner Medical Clinic Harmony,Operating in the CPC market of Colorado: Statewide,"608 Harmony Rd
Ft Collins, CO
(40.581469999740875, -105.07625999999885)","608 E Harmony Rd, Ste 101",Ft. Collins,CO,,,,,,
Comprehensive Primary Care Initiative,"Yampa Valley Medical Associates, PC",Operating in the CPC market of Colorado: Statewide,"940 Central Park Dr
Steamboat Springs, CO
(40.46193954449325, -106.81613512958086)","940 Central Park Dr., Suite 100",Steamboat Springs,CO,,,,,,
Comprehensive Primary Care Initiative,Borowski & Borowski,Operating in the CPC market of New Jersey: Statewide,"812 Wood Avenue
Linden, NJ
(40.635475029105685, -74.26131403131063)","812 North Wood Avenue, Suite 101",Linden,NJ,,,,,,
Comprehensive Primary Care Initiative,"Chapel Hill Family Medicine, a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"370 Hwy 35
Red Bank, NJ
(40.37085694616737, -74.08621094624506)","370 Hwy 35, Suite 101",Red Bank,NJ,,,,,,
Comprehensive Primary Care Initiative,EHMG - Cedar Crest Village,Operating in the CPC market of New Jersey: Statewide,"1 Cedar Crest Village Drive
Pompton Plains, NJ
(40.984081567115126, -74.32412077140735)",1 Cedar Crest Village Drive,Pompton Plains,NJ,,,,,,
Comprehensive Primary Care Initiative,"Fair Haven Internal Medicine, a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"569 River Road
Fair Haven, NJ
(40.36098165348403, -74.04294281240703)",569 River Road,Fair Haven,NJ,,,,,,
Comprehensive Primary Care Initiative,OMNI Sand Springs,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"402 Morrow Road
Sand Springs, OK
(36.133573395363975, -96.11859749194537)",402 W. Morrow Road,Sand Springs,OK,,,,,,
Comprehensive Primary Care Initiative,Family Practice Associates of Voorhees,Operating in the CPC market of New Jersey: Statewide,"805 Cooper Road
Voorhees, NJ
(39.85895311706787, -74.9512130958986)","805 Cooper Road, Suite 3",Voorhees,NJ,,,,,,
Comprehensive Primary Care Initiative,Firstcare Medical Group,Operating in the CPC market of New Jersey: Statewide,"50 Pompton Avenue
Verona, NJ
(40.82689341720345, -74.22987588941731)",50 Pompton Avenue,Verona,NJ,,,,,,
Comprehensive Primary Care Initiative,FirstMed Family Healthcare,Operating in the CPC market of New Jersey: Statewide,"244 Livingston Street
Northvale, NJ
(41.011785033207275, -73.94649951798493)",244 Livingston Street,Northvale,NJ,,,,,,
Comprehensive Primary Care Initiative,"Pranay Bhatt, MD, LLC",Operating in the CPC market of New Jersey: Statewide,"350 Bloomfield Ave
Bloomfield, NJ
(40.78632448672273, -74.19382095914108)","350 Bloomfield Ave., Suite 1",Bloomfield,NJ,,,,,,
Comprehensive Primary Care Initiative,Riverfield Family Health Center,Operating in the CPC market of New Jersey: Statewide,"1738 Route 31
Clinton, NJ
(40.65209897977482, -74.91124156671172)","1738 Route 31 North, Suite 203",Clinton,NJ,,,,,,
Comprehensive Primary Care Initiative,"Red Bank Family Medicine, a practice site of Integrated Medicine Alliance",Operating in the CPC market of New Jersey: Statewide,"231 Maple Avenue
Red Bank, NJ
(40.34278836883129, -74.06773712075483)",231 Maple Avenue,Red Bank,NJ,,,,,,
Comprehensive Primary Care Initiative,Summit Medical Group - 563 Westfield Ave,Operating in the CPC market of New Jersey: Statewide,"563 Westfield Ave
Westfield, NJ
(40.645949824908314, -74.3470665430554)",563 Westfield Ave,Westfield,NJ,,,,,,
Comprehensive Primary Care Initiative,Your Doctors Care,Operating in the CPC market of New Jersey: Statewide,"71 Route 206
Hillsborough, NJ
(40.5470011883275, -74.61396040468249)",71 Route 206,Hillsborough,NJ,,,,,,
Comprehensive Primary Care Initiative,Capital Healthcare Associates,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"2001 Fifth Ave
Troy, NY
(42.73372591592829, -73.68707209219275)",2001 Fifth Ave.,Troy,NY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Practice Cushing Center,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"624 McClellan Street
Schenectady, NY
(42.805527786747575, -73.91702873508473)","624 McClellan Street, Suite G01",Schenectady,NY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Practice Ravena,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"2524 Route 9
Ravena, NY
(42.46451384254381, -73.81688619937795)",2524 Route 9W,Ravena,NY,,,,,,
Comprehensive Primary Care Initiative,OMNI Lower Level,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"1919 Wheeling
LL Tulsa, OK
(36.13476024369809, -95.96454153557788)",1919 S. Wheeling LL,Tulsa,OK,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Practice Rotterdam,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"1667 Elizabeth Street
Schenectady, NY
(42.78194756313934, -73.95340631116994)",1667 Elizabeth Street,Schenectady,NY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Internal Medicine Balltown Road,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"2546 Balltown Road
Niskayuna, NY
","2546 Balltown Road, Suite 200",Niskayuna,NY,,,,,,
Comprehensive Primary Care Initiative,LMG Woodburn,Operating in the CPC market of Oregon: Statewide,"1002 Boones Ferry Rd
Woodburn, OR
(45.1506808493329, -122.859185776365)",1002 N. Boones Ferry Rd.,Woodburn,OR,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Internal Medicine Nott Street,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"1201 Nott Street
Schenectady, NY
(42.81898615273513, -73.91592872619165)","1201 Nott Street, Suite 102",Schenectady,NY,,,,,,
Comprehensive Primary Care Initiative,Charles Trout MD/Grahame Fitz MD/Richard Lavigne MD,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"1444 Western Avenue
Albany, NY
(42.68053101789519, -73.83587391516073)",1444 Western Avenue Suite B2,Albany,NY,,,,,,
Comprehensive Primary Care Initiative,Chatham Family Care,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"31 Dardess Drive
Chatham, NY
(42.35072263342174, -73.6048244010607)",31 Dardess Drive,Chatham,NY,,,,,,
Comprehensive Primary Care Initiative,Community Care Schodack,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"81 Miller Road
Castleton, NY
(42.5791688159051, -73.68296201156691)",81 Miller Road,Castleton,NY,,,,,,
Comprehensive Primary Care Initiative,Niskayuna Internal Medicine,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"2125 River Road
Schenectady, NY
(42.82824364786673, -73.88896262663754)",2125 River Road,Schenectady,NY,,,,,,
Comprehensive Primary Care Initiative,The Westchester Medical Practice PC,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"211 Division Street
Peekskill, NY
(41.2892438656869, -73.91954683676681)",211 South Division Street,Peekskill,NY,,,,,,
Comprehensive Primary Care Initiative,Samaritan Internal Medicine,Operating in the CPC market of Oregon: Statewide,"3521 Samaritan Drive
Corvallis, OR
(44.60468938610519, -123.25109939049058)","3521 NW Samaritan Drive, Suite 100",Corvallis,OR,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians - Crittenden,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"520 Violet Road
Crittenden, KY
(38.789982980160744, -84.6099316905806)",520 Violet Road,Crittenden,KY,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians - Florence Ewing,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"7766 Ewing Boulevard
Suite L Florence, KY
(38.99447981640327, -84.64130004296254)","7766 Ewing Boulevard, Suite L",Florence,KY,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians - Williamstown,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"300 Barnes Road
Williamstown, KY
(38.647332519873146, -84.57965151785402)",300 Barnes Road,Williamstown,KY,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians - Dry Ridge,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"19 Main St P O Box 266
Dry Ridge, KY
(38.68195641800122, -84.58887856187465)",19 South Main St. P.O.Box 266,Dry Ridge,KY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Medicine Slingerlands,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"1882 New Scotland Road
Slingerlands, NY
(42.63060065882843, -73.89409602333757)","1882 New Scotland Road, Suite 200",Slingerlands,NY,,,,,,
Comprehensive Primary Care Initiative,CapitalCare Family Practice Guilderland,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"3757 Carman Road
Schenectady, NY
(42.72536538071756, -73.93688719076461)","3757 Carman Road, Suite 100",Schenectady,NY,,,,,,
Comprehensive Primary Care Initiative,OMNI Owasso,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"13600 86th Street
Owasso, OK
(36.278504247363756, -95.8239159827629)",13600 E. 86th Street N. #100,Owasso,OK,,,,,,
Comprehensive Primary Care Initiative,Senior Health and Internal Medicine,Operating in the CPC market of New York: Capital District-Hudson Valley Region,"755 Broadway
Sleepy Hollow, NY
(41.10828842760588, -73.85927302179944)",755 North Broadway,Sleepy Hollow,NY,,,,,,
Comprehensive Primary Care Initiative,TriHealth: Group Health - Finneytown,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"9070 Winton Road
Cincinnati, OH
(39.23116088437639, -84.50976777748137)",9070 Winton Road,Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,TriHealth: Group Health - Kenwood,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"8245 Northcreek Dr
Cincinnati, OH
(39.20625452488698, -84.37130337834267)",8245 Northcreek Dr.,Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,OMNI Oologah,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"12834 Old Hwy 169
Oologah, OK
(36.4465700002055, -95.70841000042105)",12834 S. Old Hwy 169,Oologah,OK,,,,,,
Comprehensive Primary Care Initiative,LGS Internal Medicine,Operating in the CPC market of Oregon: Statewide,"1200 23rd Ave
Portland, OR
(45.531579701622604, -122.69864780091467)",1200 NW 23rd Ave.,Portland,OR,,,,,,
Comprehensive Primary Care Initiative,LMG Canby,Operating in the CPC market of Oregon: Statewide,"1433 1st Ave
Canby, OR
(45.26828519110444, -122.67712702475353)",1433 SE 1st Ave.,Canby,OR,,,,,,
Comprehensive Primary Care Initiative,Providence Medical Group Southeast,Operating in the CPC market of Oregon: Statewide,"4104 82nd Ave
Portland, OR
(45.49269144632349, -122.57870919845735)","4104 SE 82nd Ave., Suite 250",Portland,OR,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians - Fort Mitchell,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"2300 Chamber Center Dr
Fort Mitchell, KY
(39.04383781348, -84.56894388992383)","2300 Chamber Center Dr., Suite 100",Fort Mitchell,KY,,,,,,
Comprehensive Primary Care Initiative,St. Elizabeth Physicians Family Practice - Walton,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"13260 Service Road
Walton, KY
(38.854743159490624, -84.6218656939094)",13260 Service Road,Walton,KY,,,,,,
Comprehensive Primary Care Initiative,Maineville Family Physicians,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"67 Nunner Rd
Maineville, OH
(39.33713050278686, -84.2180431230928)",67 Nunner Rd.,Maineville,OH,,,,,,
Comprehensive Primary Care Initiative,PriMed Physicians Woodbury,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"7211 Main St
Dayton, OH
(39.831101113820466, -84.25055361445197)","7211 N Main St., Suite 1",Dayton,OH,,,,,,
Comprehensive Primary Care Initiative,TCHMA Norwood Family Medicine,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"4411 Montgomery Road
Cincinnati, OH
(39.15788432306456, -84.45800151950287)","4411 Montgomery Road, Suite 201",Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,Junction City Medical Clinic,Operating in the CPC market of Oregon: Statewide,"355 3rd Ave Junction
City, OR
(44.21654844388688, -123.20409736876746)",355 West 3rd Ave.,Junction City,OR,,,,,,
Comprehensive Primary Care Initiative,TCHMA Norwood Internal Medicine,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"5535 Montgomery Rd
Cincinnati, OH
(39.174964754463474, -84.4425139016061)",5535 Montgomery Rd.,Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,TCHMA Red Bank IM,Operating in the CPC market of Ohio & Kentucky: Cincinnati-Dayton Region,"4900 Babson Place
Cincinnati, OH
(39.1608184189426, -84.40786302381713)","4900 Babson Place, Suite 400",Cincinnati,OH,,,,,,
Comprehensive Primary Care Initiative,Grande Ronde Hospital Regional Medical Clinic,Operating in the CPC market of Oregon: Statewide,"506 4th St
La Grande, OR
(45.31674066204312, -118.09656516681838)",506 4th St.,La Grande,OR,,,,,,
Comprehensive Primary Care Initiative,LMG West Linn,Operating in the CPC market of Oregon: Statewide,"2020 8th Ave
West Linn, OR
(45.34571170026227, -122.65301550699053)","2020 8th Ave., Suite 100",West Linn,OR,,,,,,
Comprehensive Primary Care Initiative,Salem Health Willamette Health Partners,Operating in the CPC market of Oregon: Statewide,"2925 River Road
Salem, OR
(44.914280308337396, -123.06679296093989)",2925 River Road South,Salem,OR,,,,,,
Comprehensive Primary Care Initiative,Samaritan Family Medicine,Operating in the CPC market of Oregon: Statewide,"3517 Samaritan Drive
Corvallis, OR
(44.60290380128629, -123.24964442182619)","3517 NW Samaritan Drive, Suite 200",Corvallis,OR,,,,,,
Comprehensive Primary Care Initiative,OMNI Broken Arrow,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"800 Boise Circle
Broken Arrow, OK
(36.0508400000661, -95.78949999962515)",800 W. Boise Circle Suite 160,Broken Arrow,OK,,,,,,
Comprehensive Primary Care Initiative,Oak Street Medical PC,Operating in the CPC market of Oregon: Statewide,"1426 Oak Street
Eugene, OR
(44.04386724143279, -123.09125582602587)",1426 Oak Street,Eugene,OR,,,,,,
Comprehensive Primary Care Initiative,PMG North Portland Family Medicine,Operating in the CPC market of Oregon: Statewide,"4920 Interstate Ave
Portland, OR
(45.558631308263955, -122.682145241677)",4920 N. Interstate Ave.,Portland,OR,,,,,,
Comprehensive Primary Care Initiative,Providence Medical Group Sunnyside,Operating in the CPC market of Oregon: Statewide,"9290 Sunnybrook Blvd
Portland, OR
(45.511789999608936, -122.67562999962462)","9290 SE Sunnybrook Blvd., Suite 120",Portland,OR,,,,,,
Comprehensive Primary Care Initiative,Santiam Memorial Hospital,Operating in the CPC market of Oregon: Statewide,"205 Main Street
Aumsville, OR
(44.84076548481585, -122.86718074920549)",205 Main Street,Aumsville,OR,,,,,,
Comprehensive Primary Care Initiative,The Portland Clinic - East Branch,Operating in the CPC market of Oregon: Statewide,"541 20th Ave
Portland, OR
(45.52719101011962, -122.64550686220332)","541 NE 20th Ave., Suite 210",Portland,OR,,,,,,
Comprehensive Primary Care Initiative,OMNI Claremore,Operating in the CPC market of Oklahoma: Greater Tulsa Region,"3100 Medical Parkway
Claremore, OK
(36.33826025710334, -95.59826193270146)",3100 Medical Parkway Ste. 100,Claremore,OK,,,,,,
